Date,NASDAQ,Inflation_Rate
28/7/2015,5089.209961,238.034
29/7/2015,5111.72998,238.034
30/7/2015,5128.779785,238.034
31/7/2015,5128.279785,238.034
1/8/2015,,238.033
2/8/2015,,238.033
3/8/2015,5115.379883,238.033
4/8/2015,5105.549805,238.033
5/8/2015,5139.939941,238.033
6/8/2015,5056.439941,238.033
7/8/2015,5043.540039,238.033
8/8/2015,,238.033
9/8/2015,,238.033
10/8/2015,5101.799805,238.033
11/8/2015,5036.790039,238.033
12/8/2015,5044.390137,238.033
13/8/2015,5033.560059,238.033
14/8/2015,5048.240234,238.033
15/8/2015,,238.033
16/8/2015,,238.033
17/8/2015,5091.700195,238.033
18/8/2015,5059.350098,238.033
19/8/2015,5019.049805,238.033
20/8/2015,4877.490234,238.033
21/8/2015,4706.040039,238.033
22/8/2015,,238.033
23/8/2015,,238.033
24/8/2015,4526.25,238.033
25/8/2015,4506.490234,238.033
26/8/2015,4697.540039,238.033
27/8/2015,4812.709961,238.033
28/8/2015,4828.319824,238.033
29/8/2015,,238.033
30/8/2015,,238.033
31/8/2015,4776.509766,238.033
1/9/2015,4636.100098,237.498
2/9/2015,4749.97998,237.498
3/9/2015,4733.5,237.498
4/9/2015,4683.919922,237.498
5/9/2015,,237.498
6/9/2015,,237.498
7/9/2015,,237.498
8/9/2015,4811.930176,237.498
9/9/2015,4756.529785,237.498
10/9/2015,4796.25,237.498
11/9/2015,4822.339844,237.498
12/9/2015,,237.498
13/9/2015,,237.498
14/9/2015,4805.759766,237.498
15/9/2015,4860.52002,237.498
16/9/2015,4889.240234,237.498
17/9/2015,4893.950195,237.498
18/9/2015,4827.22998,237.498
19/9/2015,,237.498
20/9/2015,,237.498
21/9/2015,4828.950195,237.498
22/9/2015,4756.720215,237.498
23/9/2015,4752.740234,237.498
24/9/2015,4734.47998,237.498
25/9/2015,4686.5,237.498
26/9/2015,,237.498
27/9/2015,,237.498
28/9/2015,4543.970215,237.498
29/9/2015,4517.319824,237.498
30/9/2015,4620.160156,237.498
1/10/2015,4627.080078,237.733
2/10/2015,4707.779785,237.733
3/10/2015,,237.733
4/10/2015,,237.733
5/10/2015,4781.259766,237.733
6/10/2015,4748.359863,237.733
7/10/2015,4791.149902,237.733
8/10/2015,4810.790039,237.733
9/10/2015,4830.470215,237.733
10/10/2015,,237.733
11/10/2015,,237.733
12/10/2015,4838.640137,237.733
13/10/2015,4796.609863,237.733
14/10/2015,4782.850098,237.733
15/10/2015,4870.100098,237.733
16/10/2015,4886.689941,237.733
17/10/2015,,237.733
18/10/2015,,237.733
19/10/2015,4905.470215,237.733
20/10/2015,4880.970215,237.733
21/10/2015,4840.120117,237.733
22/10/2015,4920.049805,237.733
23/10/2015,5031.859863,237.733
24/10/2015,,237.733
25/10/2015,,237.733
26/10/2015,5034.700195,237.733
27/10/2015,5030.149902,237.733
28/10/2015,5095.689941,237.733
29/10/2015,5074.27002,237.733
30/10/2015,5053.75,237.733
31/10/2015,,237.733
1/11/2015,,238.017
2/11/2015,5127.149902,238.017
3/11/2015,5145.129883,238.017
4/11/2015,5142.47998,238.017
5/11/2015,5127.740234,238.017
6/11/2015,5147.120117,238.017
7/11/2015,,238.017
8/11/2015,,238.017
9/11/2015,5095.299805,238.017
10/11/2015,5083.240234,238.017
11/11/2015,5067.02002,238.017
12/11/2015,5005.080078,238.017
13/11/2015,4927.879883,238.017
14/11/2015,,238.017
15/11/2015,,238.017
16/11/2015,4984.620117,238.017
17/11/2015,4986.02002,238.017
18/11/2015,5075.200195,238.017
19/11/2015,5073.640137,238.017
20/11/2015,5104.919922,238.017
21/11/2015,,238.017
22/11/2015,,238.017
23/11/2015,5102.47998,238.017
24/11/2015,5102.810059,238.017
25/11/2015,5116.140137,238.017
26/11/2015,,238.017
27/11/2015,5127.52002,238.017
28/11/2015,,238.017
29/11/2015,,238.017
30/11/2015,5108.669922,238.017
1/12/2015,5156.310059,237.761
2/12/2015,5123.220215,237.761
3/12/2015,5037.529785,237.761
4/12/2015,5142.27002,237.761
5/12/2015,,237.761
6/12/2015,,237.761
7/12/2015,5101.810059,237.761
8/12/2015,5098.240234,237.761
9/12/2015,5022.870117,237.761
10/12/2015,5045.169922,237.761
11/12/2015,4933.470215,237.761
12/12/2015,,237.761
13/12/2015,,237.761
14/12/2015,4952.22998,237.761
15/12/2015,4995.359863,237.761
16/12/2015,5071.129883,237.761
17/12/2015,5002.549805,237.761
18/12/2015,4923.080078,237.761
19/12/2015,,237.761
20/12/2015,,237.761
21/12/2015,4968.919922,237.761
22/12/2015,5001.109863,237.761
23/12/2015,5045.930176,237.761
24/12/2015,5048.490234,237.761
25/12/2015,,237.761
26/12/2015,,237.761
27/12/2015,,237.761
28/12/2015,5040.990234,237.761
29/12/2015,5107.939941,237.761
30/12/2015,5065.850098,237.761
31/12/2015,5007.410156,237.761
1/1/2016,,237.652
2/1/2016,,237.652
3/1/2016,,237.652
4/1/2016,4903.089844,237.652
5/1/2016,4891.430176,237.652
6/1/2016,4835.759766,237.652
7/1/2016,4689.430176,237.652
8/1/2016,4643.629883,237.652
9/1/2016,,237.652
10/1/2016,,237.652
11/1/2016,4637.990234,237.652
12/1/2016,4685.919922,237.652
13/1/2016,4526.060059,237.652
14/1/2016,4615.0,237.652
15/1/2016,4488.419922,237.652
16/1/2016,,237.652
17/1/2016,,237.652
18/1/2016,,237.652
19/1/2016,4476.950195,237.652
20/1/2016,4471.689941,237.652
21/1/2016,4472.060059,237.652
22/1/2016,4591.180176,237.652
23/1/2016,,237.652
24/1/2016,,237.652
25/1/2016,4518.490234,237.652
26/1/2016,4567.669922,237.652
27/1/2016,4468.169922,237.652
28/1/2016,4506.680176,237.652
29/1/2016,4613.950195,237.652
30/1/2016,,237.652
31/1/2016,,237.652
1/2/2016,4620.370117,237.336
2/2/2016,4516.950195,237.336
3/2/2016,4504.240234,237.336
4/2/2016,4509.560059,237.336
5/2/2016,4363.140137,237.336
6/2/2016,,237.336
7/2/2016,,237.336
8/2/2016,4283.75,237.336
9/2/2016,4268.759766,237.336
10/2/2016,4283.589844,237.336
11/2/2016,4266.839844,237.336
12/2/2016,4337.509766,237.336
13/2/2016,,237.336
14/2/2016,,237.336
15/2/2016,,237.336
16/2/2016,4435.959961,237.336
17/2/2016,4534.060059,237.336
18/2/2016,4487.540039,237.336
19/2/2016,4504.430176,237.336
20/2/2016,,237.336
21/2/2016,,237.336
22/2/2016,4570.609863,237.336
23/2/2016,4503.580078,237.336
24/2/2016,4542.609863,237.336
25/2/2016,4582.200195,237.336
26/2/2016,4590.470215,237.336
27/2/2016,,237.336
28/2/2016,,237.336
29/2/2016,4557.950195,237.336
1/3/2016,4689.600098,238.08
2/3/2016,4703.419922,238.08
3/3/2016,4707.419922,238.08
4/3/2016,4717.02002,238.08
5/3/2016,,238.08
6/3/2016,,238.08
7/3/2016,4708.25,238.08
8/3/2016,4648.819824,238.08
9/3/2016,4674.379883,238.08
10/3/2016,4662.160156,238.08
11/3/2016,4748.470215,238.08
12/3/2016,,238.08
13/3/2016,,238.08
14/3/2016,4750.279785,238.08
15/3/2016,4728.669922,238.08
16/3/2016,4763.970215,238.08
17/3/2016,4774.990234,238.08
18/3/2016,4795.649902,238.08
19/3/2016,,238.08
20/3/2016,,238.08
21/3/2016,4808.870117,238.08
22/3/2016,4821.660156,238.08
23/3/2016,4768.859863,238.08
24/3/2016,4773.5,238.08
25/3/2016,,238.08
26/3/2016,,238.08
27/3/2016,,238.08
28/3/2016,4766.790039,238.08
29/3/2016,4846.620117,238.08
30/3/2016,4869.290039,238.08
31/3/2016,4869.850098,238.08
1/4/2016,4914.540039,238.992
2/4/2016,,238.992
3/4/2016,,238.992
4/4/2016,4891.799805,238.992
5/4/2016,4843.930176,238.992
6/4/2016,4920.720215,238.992
7/4/2016,4848.370117,238.992
8/4/2016,4850.689941,238.992
9/4/2016,,238.992
10/4/2016,,238.992
11/4/2016,4833.399902,238.992
12/4/2016,4872.089844,238.992
13/4/2016,4947.419922,238.992
14/4/2016,4945.890137,238.992
15/4/2016,4938.220215,238.992
16/4/2016,,238.992
17/4/2016,,238.992
18/4/2016,4960.02002,238.992
19/4/2016,4940.330078,238.992
20/4/2016,4948.129883,238.992
21/4/2016,4945.890137,238.992
22/4/2016,4906.22998,238.992
23/4/2016,,238.992
24/4/2016,,238.992
25/4/2016,4895.790039,238.992
26/4/2016,4888.279785,238.992
27/4/2016,4863.140137,238.992
28/4/2016,4805.290039,238.992
29/4/2016,4775.359863,238.992
30/4/2016,,238.992
1/5/2016,,239.557
2/5/2016,4817.589844,239.557
3/5/2016,4763.220215,239.557
4/5/2016,4725.640137,239.557
5/5/2016,4717.089844,239.557
6/5/2016,4736.160156,239.557
7/5/2016,,239.557
8/5/2016,,239.557
9/5/2016,4750.209961,239.557
10/5/2016,4809.879883,239.557
11/5/2016,4760.689941,239.557
12/5/2016,4737.330078,239.557
13/5/2016,4717.680176,239.557
14/5/2016,,239.557
15/5/2016,,239.557
16/5/2016,4775.459961,239.557
17/5/2016,4715.72998,239.557
18/5/2016,4739.120117,239.557
19/5/2016,4712.529785,239.557
20/5/2016,4769.560059,239.557
21/5/2016,,239.557
22/5/2016,,239.557
23/5/2016,4765.779785,239.557
24/5/2016,4861.060059,239.557
25/5/2016,4894.890137,239.557
26/5/2016,4901.77002,239.557
27/5/2016,4933.5,239.557
28/5/2016,,239.557
29/5/2016,,239.557
30/5/2016,,239.557
31/5/2016,4948.049805,239.557
1/6/2016,4952.25,240.222
2/6/2016,4971.359863,240.222
3/6/2016,4942.52002,240.222
4/6/2016,,240.222
5/6/2016,,240.222
6/6/2016,4968.709961,240.222
7/6/2016,4961.75,240.222
8/6/2016,4974.640137,240.222
9/6/2016,4958.620117,240.222
10/6/2016,4894.549805,240.222
11/6/2016,,240.222
12/6/2016,,240.222
13/6/2016,4848.439941,240.222
14/6/2016,4843.549805,240.222
15/6/2016,4834.930176,240.222
16/6/2016,4844.919922,240.222
17/6/2016,4800.339844,240.222
18/6/2016,,240.222
19/6/2016,,240.222
20/6/2016,4837.209961,240.222
21/6/2016,4843.759766,240.222
22/6/2016,4833.319824,240.222
23/6/2016,4910.040039,240.222
24/6/2016,4707.97998,240.222
25/6/2016,,240.222
26/6/2016,,240.222
27/6/2016,4594.439941,240.222
28/6/2016,4691.870117,240.222
29/6/2016,4779.25,240.222
30/6/2016,4842.669922,240.222
1/7/2016,4862.569824,240.101
2/7/2016,,240.101
3/7/2016,,240.101
4/7/2016,,240.101
5/7/2016,4822.899902,240.101
6/7/2016,4859.160156,240.101
7/7/2016,4876.810059,240.101
8/7/2016,4956.759766,240.101
9/7/2016,,240.101
10/7/2016,,240.101
11/7/2016,4988.640137,240.101
12/7/2016,5022.819824,240.101
13/7/2016,5005.72998,240.101
14/7/2016,5034.060059,240.101
15/7/2016,5029.589844,240.101
16/7/2016,,240.101
17/7/2016,,240.101
18/7/2016,5055.779785,240.101
19/7/2016,5036.370117,240.101
20/7/2016,5089.930176,240.101
21/7/2016,5073.899902,240.101
22/7/2016,5100.160156,240.101
23/7/2016,,240.101
24/7/2016,,240.101
25/7/2016,5097.629883,240.101
26/7/2016,5110.049805,240.101
27/7/2016,5139.810059,240.101
28/7/2016,5154.97998,240.101
29/7/2016,5162.129883,240.101
30/7/2016,,240.101
31/7/2016,,240.101
1/8/2016,5184.200195,240.545
2/8/2016,5137.72998,240.545
3/8/2016,5159.740234,240.545
4/8/2016,5166.25,240.545
5/8/2016,5221.120117,240.545
6/8/2016,,240.545
7/8/2016,,240.545
8/8/2016,5213.140137,240.545
9/8/2016,5225.47998,240.545
10/8/2016,5204.580078,240.545
11/8/2016,5228.399902,240.545
12/8/2016,5232.890137,240.545
13/8/2016,,240.545
14/8/2016,,240.545
15/8/2016,5262.02002,240.545
16/8/2016,5227.109863,240.545
17/8/2016,5228.660156,240.545
18/8/2016,5240.149902,240.545
19/8/2016,5238.379883,240.545
20/8/2016,,240.545
21/8/2016,,240.545
22/8/2016,5244.600098,240.545
23/8/2016,5260.080078,240.545
24/8/2016,5217.689941,240.545
25/8/2016,5212.200195,240.545
26/8/2016,5218.919922,240.545
27/8/2016,,240.545
28/8/2016,,240.545
29/8/2016,5232.330078,240.545
30/8/2016,5222.990234,240.545
31/8/2016,5213.220215,240.545
1/9/2016,5227.209961,241.176
2/9/2016,5249.899902,241.176
3/9/2016,,241.176
4/9/2016,,241.176
5/9/2016,,241.176
6/9/2016,5275.910156,241.176
7/9/2016,5283.930176,241.176
8/9/2016,5259.47998,241.176
9/9/2016,5125.910156,241.176
10/9/2016,,241.176
11/9/2016,,241.176
12/9/2016,5211.890137,241.176
13/9/2016,5155.25,241.176
14/9/2016,5173.77002,241.176
15/9/2016,5249.689941,241.176
16/9/2016,5244.569824,241.176
17/9/2016,,241.176
18/9/2016,,241.176
19/9/2016,5235.029785,241.176
20/9/2016,5241.350098,241.176
21/9/2016,5295.180176,241.176
22/9/2016,5339.52002,241.176
23/9/2016,5305.75,241.176
24/9/2016,,241.176
25/9/2016,,241.176
26/9/2016,5257.490234,241.176
27/9/2016,5305.709961,241.176
28/9/2016,5318.549805,241.176
29/9/2016,5269.149902,241.176
30/9/2016,5312.0,241.176
1/10/2016,,241.741
2/10/2016,,241.741
3/10/2016,5300.870117,241.741
4/10/2016,5289.660156,241.741
5/10/2016,5316.02002,241.741
6/10/2016,5306.850098,241.741
7/10/2016,5292.399902,241.741
8/10/2016,,241.741
9/10/2016,,241.741
10/10/2016,5328.669922,241.741
11/10/2016,5246.790039,241.741
12/10/2016,5239.02002,241.741
13/10/2016,5213.330078,241.741
14/10/2016,5214.160156,241.741
15/10/2016,,241.741
16/10/2016,,241.741
17/10/2016,5199.819824,241.741
18/10/2016,5243.839844,241.741
19/10/2016,5246.410156,241.741
20/10/2016,5241.830078,241.741
21/10/2016,5257.399902,241.741
22/10/2016,,241.741
23/10/2016,,241.741
24/10/2016,5309.830078,241.741
25/10/2016,5283.399902,241.741
26/10/2016,5250.27002,241.741
27/10/2016,5215.970215,241.741
28/10/2016,5190.100098,241.741
29/10/2016,,241.741
30/10/2016,,241.741
31/10/2016,5189.140137,241.741
1/11/2016,5153.580078,242.026
2/11/2016,5105.569824,242.026
3/11/2016,5058.410156,242.026
4/11/2016,5046.370117,242.026
5/11/2016,,242.026
6/11/2016,,242.026
7/11/2016,5166.169922,242.026
8/11/2016,5193.490234,242.026
9/11/2016,5251.069824,242.026
10/11/2016,5208.799805,242.026
11/11/2016,5237.109863,242.026
12/11/2016,,242.026
13/11/2016,,242.026
14/11/2016,5218.399902,242.026
15/11/2016,5275.620117,242.026
16/11/2016,5294.580078,242.026
17/11/2016,5333.970215,242.026
18/11/2016,5321.509766,242.026
19/11/2016,,242.026
20/11/2016,,242.026
21/11/2016,5368.859863,242.026
22/11/2016,5386.350098,242.026
23/11/2016,5380.680176,242.026
24/11/2016,,242.026
25/11/2016,5398.919922,242.026
26/11/2016,,242.026
27/11/2016,,242.026
28/11/2016,5368.810059,242.026
29/11/2016,5379.919922,242.026
30/11/2016,5323.680176,242.026
1/12/2016,5251.109863,242.637
2/12/2016,5255.649902,242.637
3/12/2016,,242.637
4/12/2016,,242.637
5/12/2016,5308.890137,242.637
6/12/2016,5333.0,242.637
7/12/2016,5393.759766,242.637
8/12/2016,5417.359863,242.637
9/12/2016,5444.5,242.637
10/12/2016,,242.637
11/12/2016,,242.637
12/12/2016,5412.540039,242.637
13/12/2016,5463.830078,242.637
14/12/2016,5436.669922,242.637
15/12/2016,5456.850098,242.637
16/12/2016,5437.160156,242.637
17/12/2016,,242.637
18/12/2016,,242.637
19/12/2016,5457.439941,242.637
20/12/2016,5483.939941,242.637
21/12/2016,5471.430176,242.637
22/12/2016,5447.419922,242.637
23/12/2016,5462.689941,242.637
24/12/2016,,242.637
25/12/2016,,242.637
26/12/2016,,242.637
27/12/2016,5487.439941,242.637
28/12/2016,5438.560059,242.637
29/12/2016,5432.089844,242.637
30/12/2016,5383.120117,242.637
31/12/2016,,242.637
1/1/2017,,243.618
2/1/2017,,243.618
3/1/2017,5429.080078,243.618
4/1/2017,5477.0,243.618
5/1/2017,5487.939941,243.618
6/1/2017,5521.060059,243.618
7/1/2017,,243.618
8/1/2017,,243.618
9/1/2017,5531.819824,243.618
10/1/2017,5551.819824,243.618
11/1/2017,5563.649902,243.618
12/1/2017,5547.490234,243.618
13/1/2017,5574.120117,243.618
14/1/2017,,243.618
15/1/2017,,243.618
16/1/2017,,243.618
17/1/2017,5538.72998,243.618
18/1/2017,5555.649902,243.618
19/1/2017,5540.080078,243.618
20/1/2017,5555.330078,243.618
21/1/2017,,243.618
22/1/2017,,243.618
23/1/2017,5552.939941,243.618
24/1/2017,5600.959961,243.618
25/1/2017,5656.339844,243.618
26/1/2017,5655.180176,243.618
27/1/2017,5660.779785,243.618
28/1/2017,,243.618
29/1/2017,,243.618
30/1/2017,5613.709961,243.618
31/1/2017,5614.790039,243.618
1/2/2017,5642.649902,244.006
2/2/2017,5636.200195,244.006
3/2/2017,5666.77002,244.006
4/2/2017,,244.006
5/2/2017,,244.006
6/2/2017,5663.549805,244.006
7/2/2017,5674.220215,244.006
8/2/2017,5682.450195,244.006
9/2/2017,5715.180176,244.006
10/2/2017,5734.129883,244.006
11/2/2017,,244.006
12/2/2017,,244.006
13/2/2017,5763.959961,244.006
14/2/2017,5782.569824,244.006
15/2/2017,5819.439941,244.006
16/2/2017,5814.899902,244.006
17/2/2017,5838.580078,244.006
18/2/2017,,244.006
19/2/2017,,244.006
20/2/2017,,244.006
21/2/2017,5865.950195,244.006
22/2/2017,5860.629883,244.006
23/2/2017,5835.509766,244.006
24/2/2017,5845.310059,244.006
25/2/2017,,244.006
26/2/2017,,244.006
27/2/2017,5861.899902,244.006
28/2/2017,5825.439941,244.006
1/3/2017,5904.029785,243.892
2/3/2017,5861.220215,243.892
3/3/2017,5870.75,243.892
4/3/2017,,243.892
5/3/2017,,243.892
6/3/2017,5849.180176,243.892
7/3/2017,5833.930176,243.892
8/3/2017,5837.549805,243.892
9/3/2017,5838.810059,243.892
10/3/2017,5861.72998,243.892
11/3/2017,,243.892
12/3/2017,,243.892
13/3/2017,5875.779785,243.892
14/3/2017,5856.819824,243.892
15/3/2017,5900.049805,243.892
16/3/2017,5900.759766,243.892
17/3/2017,5901.0,243.892
18/3/2017,,243.892
19/3/2017,,243.892
20/3/2017,5901.529785,243.892
21/3/2017,5793.830078,243.892
22/3/2017,5821.640137,243.892
23/3/2017,5817.689941,243.892
24/3/2017,5828.740234,243.892
25/3/2017,,243.892
26/3/2017,,243.892
27/3/2017,5840.370117,243.892
28/3/2017,5875.140137,243.892
29/3/2017,5897.549805,243.892
30/3/2017,5914.339844,243.892
31/3/2017,5911.740234,243.892
1/4/2017,,244.193
2/4/2017,,244.193
3/4/2017,5894.680176,244.193
4/4/2017,5898.609863,244.193
5/4/2017,5864.47998,244.193
6/4/2017,5878.950195,244.193
7/4/2017,5877.810059,244.193
8/4/2017,,244.193
9/4/2017,,244.193
10/4/2017,5880.930176,244.193
11/4/2017,5866.77002,244.193
12/4/2017,5836.160156,244.193
13/4/2017,5805.149902,244.193
14/4/2017,,244.193
15/4/2017,,244.193
16/4/2017,,244.193
17/4/2017,5856.790039,244.193
18/4/2017,5849.470215,244.193
19/4/2017,5863.029785,244.193
20/4/2017,5916.779785,244.193
21/4/2017,5910.52002,244.193
22/4/2017,,244.193
23/4/2017,,244.193
24/4/2017,5983.819824,244.193
25/4/2017,6025.490234,244.193
26/4/2017,6025.22998,244.193
27/4/2017,6048.939941,244.193
28/4/2017,6047.609863,244.193
29/4/2017,,244.193
30/4/2017,,244.193
1/5/2017,6091.600098,244.004
2/5/2017,6095.370117,244.004
3/5/2017,6072.549805,244.004
4/5/2017,6075.339844,244.004
5/5/2017,6100.759766,244.004
6/5/2017,,244.004
7/5/2017,,244.004
8/5/2017,6102.660156,244.004
9/5/2017,6120.589844,244.004
10/5/2017,6129.140137,244.004
11/5/2017,6115.959961,244.004
12/5/2017,6121.22998,244.004
13/5/2017,,244.004
14/5/2017,,244.004
15/5/2017,6149.669922,244.004
16/5/2017,6169.870117,244.004
17/5/2017,6011.240234,244.004
18/5/2017,6055.129883,244.004
19/5/2017,6083.700195,244.004
20/5/2017,,244.004
21/5/2017,,244.004
22/5/2017,6133.620117,244.004
23/5/2017,6138.709961,244.004
24/5/2017,6163.02002,244.004
25/5/2017,6205.259766,244.004
26/5/2017,6210.189941,244.004
27/5/2017,,244.004
28/5/2017,,244.004
29/5/2017,,244.004
30/5/2017,6203.189941,244.004
31/5/2017,6198.52002,244.004
1/6/2017,6246.830078,244.163
2/6/2017,6305.799805,244.163
3/6/2017,,244.163
4/6/2017,,244.163
5/6/2017,6295.680176,244.163
6/6/2017,6275.060059,244.163
7/6/2017,6297.379883,244.163
8/6/2017,6321.759766,244.163
9/6/2017,6207.919922,244.163
10/6/2017,,244.163
11/6/2017,,244.163
12/6/2017,6175.459961,244.163
13/6/2017,6220.370117,244.163
14/6/2017,6194.890137,244.163
15/6/2017,6165.5,244.163
16/6/2017,6151.759766,244.163
17/6/2017,,244.163
18/6/2017,,244.163
19/6/2017,6239.009766,244.163
20/6/2017,6188.029785,244.163
21/6/2017,6233.950195,244.163
22/6/2017,6236.689941,244.163
23/6/2017,6265.25,244.163
24/6/2017,,244.163
25/6/2017,,244.163
26/6/2017,6247.149902,244.163
27/6/2017,6146.620117,244.163
28/6/2017,6234.410156,244.163
29/6/2017,6144.350098,244.163
30/6/2017,6140.419922,244.163
1/7/2017,,244.243
2/7/2017,,244.243
3/7/2017,6110.060059,244.243
4/7/2017,,244.243
5/7/2017,6150.859863,244.243
6/7/2017,6089.459961,244.243
7/7/2017,6153.080078,244.243
8/7/2017,,244.243
9/7/2017,,244.243
10/7/2017,6176.390137,244.243
11/7/2017,6193.299805,244.243
12/7/2017,6261.169922,244.243
13/7/2017,6274.439941,244.243
14/7/2017,6312.470215,244.243
15/7/2017,,244.243
16/7/2017,,244.243
17/7/2017,6314.430176,244.243
18/7/2017,6344.310059,244.243
19/7/2017,6385.040039,244.243
20/7/2017,6390.0,244.243
21/7/2017,6387.75,244.243
22/7/2017,,244.243
23/7/2017,,244.243
24/7/2017,6410.810059,244.243
25/7/2017,6412.169922,244.243
26/7/2017,6422.75,244.243
27/7/2017,6382.189941,244.243
28/7/2017,6374.680176,244.243
29/7/2017,,244.243
30/7/2017,,244.243
31/7/2017,6348.120117,244.243
1/8/2017,6362.939941,245.183
2/8/2017,6362.649902,245.183
3/8/2017,6340.339844,245.183
4/8/2017,6351.560059,245.183
5/8/2017,,245.183
6/8/2017,,245.183
7/8/2017,6383.77002,245.183
8/8/2017,6370.459961,245.183
9/8/2017,6352.330078,245.183
10/8/2017,6216.870117,245.183
11/8/2017,6256.560059,245.183
12/8/2017,,245.183
13/8/2017,,245.183
14/8/2017,6340.22998,245.183
15/8/2017,6333.009766,245.183
16/8/2017,6345.109863,245.183
17/8/2017,6221.910156,245.183
18/8/2017,6216.529785,245.183
19/8/2017,,245.183
20/8/2017,,245.183
21/8/2017,6213.129883,245.183
22/8/2017,6297.47998,245.183
23/8/2017,6278.410156,245.183
24/8/2017,6271.330078,245.183
25/8/2017,6265.640137,245.183
26/8/2017,,245.183
27/8/2017,,245.183
28/8/2017,6283.02002,245.183
29/8/2017,6301.890137,245.183
30/8/2017,6368.310059,245.183
31/8/2017,6428.660156,245.183
1/9/2017,6435.330078,246.435
2/9/2017,,246.435
3/9/2017,,246.435
4/9/2017,,246.435
5/9/2017,6375.569824,246.435
6/9/2017,6393.310059,246.435
7/9/2017,6397.870117,246.435
8/9/2017,6360.189941,246.435
9/9/2017,,246.435
10/9/2017,,246.435
11/9/2017,6432.259766,246.435
12/9/2017,6454.279785,246.435
13/9/2017,6460.189941,246.435
14/9/2017,6429.080078,246.435
15/9/2017,6448.470215,246.435
16/9/2017,,246.435
17/9/2017,,246.435
18/9/2017,6454.640137,246.435
19/9/2017,6461.319824,246.435
20/9/2017,6456.040039,246.435
21/9/2017,6422.689941,246.435
22/9/2017,6426.919922,246.435
23/9/2017,,246.435
24/9/2017,,246.435
25/9/2017,6370.589844,246.435
26/9/2017,6380.160156,246.435
27/9/2017,6453.259766,246.435
28/9/2017,6453.450195,246.435
29/9/2017,6495.959961,246.435
30/9/2017,,246.435
1/10/2017,,246.626
2/10/2017,6516.720215,246.626
3/10/2017,6531.709961,246.626
4/10/2017,6534.629883,246.626
5/10/2017,6585.359863,246.626
6/10/2017,6590.180176,246.626
7/10/2017,,246.626
8/10/2017,,246.626
9/10/2017,6579.72998,246.626
10/10/2017,6587.25,246.626
11/10/2017,6603.549805,246.626
12/10/2017,6591.509766,246.626
13/10/2017,6605.799805,246.626
14/10/2017,,246.626
15/10/2017,,246.626
16/10/2017,6624.0,246.626
17/10/2017,6623.660156,246.626
18/10/2017,6624.220215,246.626
19/10/2017,6605.069824,246.626
20/10/2017,6629.049805,246.626
21/10/2017,,246.626
22/10/2017,,246.626
23/10/2017,6586.830078,246.626
24/10/2017,6598.430176,246.626
25/10/2017,6563.890137,246.626
26/10/2017,6556.77002,246.626
27/10/2017,6701.259766,246.626
28/10/2017,,246.626
29/10/2017,,246.626
30/10/2017,6698.959961,246.626
31/10/2017,6727.669922,246.626
1/11/2017,6716.529785,247.284
2/11/2017,6714.939941,247.284
3/11/2017,6764.439941,247.284
4/11/2017,,247.284
5/11/2017,,247.284
6/11/2017,6786.439941,247.284
7/11/2017,6767.779785,247.284
8/11/2017,6789.120117,247.284
9/11/2017,6750.049805,247.284
10/11/2017,6750.939941,247.284
11/11/2017,,247.284
12/11/2017,,247.284
13/11/2017,6757.600098,247.284
14/11/2017,6737.870117,247.284
15/11/2017,6706.209961,247.284
16/11/2017,6793.290039,247.284
17/11/2017,6782.790039,247.284
18/11/2017,,247.284
19/11/2017,,247.284
20/11/2017,6790.709961,247.284
21/11/2017,6862.47998,247.284
22/11/2017,6867.359863,247.284
23/11/2017,,247.284
24/11/2017,6889.160156,247.284
25/11/2017,,247.284
26/11/2017,,247.284
27/11/2017,6878.52002,247.284
28/11/2017,6912.359863,247.284
29/11/2017,6824.390137,247.284
30/11/2017,6873.970215,247.284
1/12/2017,6847.589844,247.805
2/12/2017,,247.805
3/12/2017,,247.805
4/12/2017,6775.370117,247.805
5/12/2017,6762.209961,247.805
6/12/2017,6776.379883,247.805
7/12/2017,6812.839844,247.805
8/12/2017,6840.080078,247.805
9/12/2017,,247.805
10/12/2017,,247.805
11/12/2017,6875.080078,247.805
12/12/2017,6862.319824,247.805
13/12/2017,6875.799805,247.805
14/12/2017,6856.529785,247.805
15/12/2017,6936.580078,247.805
16/12/2017,,247.805
17/12/2017,,247.805
18/12/2017,6994.759766,247.805
19/12/2017,6963.850098,247.805
20/12/2017,6960.959961,247.805
21/12/2017,6965.359863,247.805
22/12/2017,6959.959961,247.805
23/12/2017,,247.805
24/12/2017,,247.805
25/12/2017,,247.805
26/12/2017,6936.25,247.805
27/12/2017,6939.339844,247.805
28/12/2017,6950.160156,247.805
29/12/2017,6903.390137,247.805
30/12/2017,,247.805
31/12/2017,,247.805
1/1/2018,,248.859
2/1/2018,7006.899902,248.859
3/1/2018,7065.529785,248.859
4/1/2018,7077.910156,248.859
5/1/2018,7136.560059,248.859
6/1/2018,,248.859
7/1/2018,,248.859
8/1/2018,7157.390137,248.859
9/1/2018,7163.580078,248.859
10/1/2018,7153.569824,248.859
11/1/2018,7211.779785,248.859
12/1/2018,7261.060059,248.859
13/1/2018,,248.859
14/1/2018,,248.859
15/1/2018,,248.859
16/1/2018,7223.689941,248.859
17/1/2018,7298.279785,248.859
18/1/2018,7296.049805,248.859
